AAPL,2021-12-21
AAPL,2021-12-22
AAPL,2021-12-23
AAPL,2021-12-27
AAPL,2021-12-28
AAPL,2021-12-29
AAPL,2021-12-30
AAPL,2021-12-31
MSFT,2021-12-01
MSFT,2021-12-02
MSFT,2021-12-03
MSFT,2021-12-06
MSFT,2021-12-07
MSFT,2021-12-08
MSFT,2021-12-09
MSFT,2021-12-10
MSFT,2021-12-13
MSFT,2021-12-14
MSFT,2021-12-15
MSFT,2021-12-16
MSFT,2021-12-17
MSFT,2021-12-20
MSFT,2021-12-21
MSFT,2021-12-22
MSFT,2021-12-23
MSFT,2021-12-27
MSFT,2021-12-28
MSFT,2021-12-29
MSFT,2021-12-30
MSFT,2021-12-31
